NAICS6_IO,SCTG,naics,naics_desc,NAICS6_Make_desc,SCTG_desc,Prop
336320,35,336322,Other Motor Vehicle Electrical and Electronic Equipment Manufacturing,Motor vehicle electrical and electronic equipment manufacturing,Electronics,1
3363A0,36,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",Motorized vehicles,1
3363A0,36,336340,Motor Vehicle Brake System Manufacturing,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",Motorized vehicles,1
336350,36,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,Motor vehicle transmission and power train parts manufacturing,Motorized vehicles,1
336360,36,336360,Motor Vehicle Seating and Interior Trim Manufacturing,Motor vehicle seating and interior trim manufacturing,Motorized vehicles,1
336370,36,336370,Motor Vehicle Metal Stamping,Motor vehicle metal stamping,Motorized vehicles,1
336390,36,336391,Motor Vehicle Air-Conditioning Manufacturing,Other motor vehicle parts manufacturing,Motorized vehicles,1
336390,36,336399,All Other Motor Vehicle Parts Manufacturing,Other motor vehicle parts manufacturing,Motorized vehicles,1
336411,37,336411,Aircraft Manufacturing,Aircraft manufacturing,Transport equip.,1
336412,34,336412,Aircraft Engine and Engine Parts Manufacturing,Aircraft engine and engine parts manufacturing,Machinery,1
336413,36,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Other aircraft parts and auxiliary equipment manufacturing,Motorized vehicles,1
336414,37,336414,Guided Missile and Space Vehicle Manufacturing,Guided missile and space vehicle manufacturing,Transport equip.,1
33641A,34,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,Propulsion units and parts for space vehicles and guided missiles,Machinery,0.5
33641A,36,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,Propulsion units and parts for space vehicles and guided missiles,Motorized vehicles,0.5
336500,36,336510,Railroad Rolling Stock Manufacturing,Railroad rolling stock manufacturing,Motorized vehicles,1
336611,37,336611,Ship Building and Repairing,Ship building and repairing,Transport equip.,1
336612,37,336612,Boat Building,Boat building,Transport equip.,1
336991,29,336991,"Motorcycle, Bicycle, and Parts Manufacturing","Motorcycle, bicycle, and parts manufacturing",Printed prods.,1
336992,36,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing","Military armored vehicle, tank, and tank component manufacturing",Motorized vehicles,1
336999,36,336999,All Other Transportation Equipment Manufacturing,All other transportation equipment manufacturing,Motorized vehicles,1
337110,39,337110,Wood Kitchen Cabinet and Countertop Manufacturing,Wood kitchen cabinet and countertop manufacturing,Furniture,1
337121,39,337121,Upholstered Household Furniture Manufacturing,Upholstered household furniture manufacturing,Furniture,1
337122,39,337122,Nonupholstered Wood Household Furniture Manufacturing,Nonupholstered wood household furniture manufacturing,Furniture,1
33712A,39,337124,Metal Household Furniture Manufacturing,Other household nonupholstered furniture,Furniture,0.5
33712A,39,337125,Household Furniture (except Wood and Metal) Manufacturing,Other household nonupholstered furniture,Furniture,0.5
337127,39,337127,Institutional Furniture Manufacturing,Institutional furniture manufacturing,Furniture,1
33712A,34,337129,"Wood Television, Radio, and Sewing Machine Cabinet Manufacturing",Other household nonupholstered furniture,Machinery,0.5
33721A,39,337211,Wood Office Furniture Manufacturing,Office furniture and custom architectural woodwork and millwork manufacturing,Furniture,0.5
33721A,39,337212,Custom Architectural Woodwork and Millwork Manufacturing,Office furniture and custom architectural woodwork and millwork manufacturing,Furniture,0.5
33721A,33,337214,Office Furniture (except Wood) Manufacturing,Office furniture and custom architectural woodwork and millwork manufacturing,Articles-base metal,0.5
337215,39,337215,"Showcase, Partition, Shelving, and Locker Manufacturing","Showcase, partition, shelving, and locker manufacturing",Furniture,1
337900,39,337910,Mattress Manufacturing,Other furniture related product manufacturing,Furniture,0.5
337900,33,337920,Blind and Shade Manufacturing,Other furniture related product manufacturing,Articles-base metal,0.5
339112,38,339112,Surgical and Medical Instrument Manufacturing,Surgical and medical instrument manufacturing,Precision instruments,1
339113,38,339113,Surgical Appliance and Supplies Manufacturing,Surgical appliance and supplies manufacturing,Precision instruments,1
339114,21,339114,Dental Equipment and Supplies Manufacturing,Dental equipment and supplies manufacturing,Pharmaceuticals,1
339115,38,339115,Ophthalmic Goods Manufacturing,Ophthalmic goods manufacturing,Precision instruments,1
339116,38,339116,Dental Laboratories,Dental laboratories,Precision instruments,1
339910,40,339911,Jewelry (except Costume) Manufacturing,Jewelry and silverware manufacturing,Misc. mfg. prods.,0.5
339910,40,339912,Silverware and Hollowware Manufacturing,Jewelry and silverware manufacturing,Misc. mfg. prods.,0.5
339910,40,339913,Jewelers' Material and Lapidary Work Manufacturing,Jewelry and silverware manufacturing,Misc. mfg. prods.,0.5
339910,31,339914,Costume Jewelry and Novelty Manufacturing,Jewelry and silverware manufacturing,Nonmetal min. prods.,0.5
339920,24,339920,Sporting and Athletic Goods Manufacturing,Sporting and athletic goods manufacturing,Plastics/rubber,1
339930,40,339931,Doll and Stuffed Toy Manufacturing,"Doll, toy, and game manufacturing",Misc. mfg. prods.,1
339930,40,339932,"Game, Toy, and Children's Vehicle Manufacturing","Doll, toy, and game manufacturing",Misc. mfg. prods.,1
339940,40,339941,Pen and Mechanical Pencil Manufacturing,Office supplies (except paper) manufacturing,Misc. mfg. prods.,0.5
339940,40,339942,Lead Pencil and Art Good Manufacturing,Office supplies (except paper) manufacturing,Misc. mfg. prods.,0.5
339940,40,339943,Marking Device Manufacturing,Office supplies (except paper) manufacturing,Misc. mfg. prods.,0.5
339940,27,339944,Carbon Paper and Inked Ribbon Manufacturing,Office supplies (except paper) manufacturing,Newsprint/paper,0.5
339950,40,339950,Sign Manufacturing,Sign manufacturing,Misc. mfg. prods.,1
339990,24,339991,"Gasket, Packing, and Sealing Device Manufacturing",All other miscellaneous manufacturing,Plastics/rubber,0.25
339990,33,339992,Musical Instrument Manufacturing,All other miscellaneous manufacturing,Articles-base metal,0.25
339990,34,339993,"Fastener, Button, Needle, and Pin Manufacturing",All other miscellaneous manufacturing,Machinery,0.25
339990,40,339994,"Broom, Brush, and Mop Manufacturing",All other miscellaneous manufacturing,Misc. mfg. prods.,0.25
339990,40,339995,Burial Casket Manufacturing,All other miscellaneous manufacturing,Misc. mfg. prods.,0.25
339990,40,339999,All Other Miscellaneous Manufacturing,All other miscellaneous manufacturing,Misc. mfg. prods.,0.25
420000,0,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423130,Tire and Tube Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423210,Furniture Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423220,Home Furnishing Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Wholesale trade,NA,0
420000,0,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",Wholesale trade,NA,0
420000,0,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",Wholesale trade,NA,0
420000,0,423390,Other Construction Material Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423410,Photographic Equipment and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423420,Office Equipment Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423440,Other Commercial Equipment Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Wholesale trade,NA,0
420000,0,423460,Ophthalmic Goods Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423490,Other Professional Equipment and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423510,Metal Service Centers and Other Metal Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423520,Coal and Other Mineral and Ore Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Wholesale trade,NA,0
420000,0,423620,"Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers - except electric water heaters",Wholesale trade,NA,0
420000,0,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423710,Hardware Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers - gas household appliances,Wholesale trade,NA,0
420000,0,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423830,Industrial Machinery and Equipment Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423840,Industrial Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423930,Recyclable Material Merchant Wholesalers,Wholesale trade,NA,0
420000,0,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Wholesale trade,NA,0
420000,0,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424110,Printing and Writing Paper Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424120,Stationery and Office Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424130,Industrial and Personal Service Paper Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424210,Drugs and Druggists' Sundries Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",Wholesale trade,NA,0
420000,0,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",Wholesale trade,NA,0
420000,0,424340,Footwear Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424410,General Line Grocery Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424420,Packaged Frozen Food Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424440,Poultry and Poultry Product Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424450,Confectionery Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424460,Fish and Seafood Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424470,Meat and Meat Product Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424480,Fresh Fruit and Vegetable Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424490,Other Grocery and Related Products Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424510,Grain and Field Bean Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424520,Livestock Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424590,Other Farm Product Raw Material Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424690,Other Chemical and Allied Products Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424710,Petroleum Bulk Stations and Terminals,Wholesale trade,NA,0
420000,0,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Wholesale trade,NA,0
420000,0,424810,Beer and Ale Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424910,Farm Supplies Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",Wholesale trade,NA,0
420000,0,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",Wholesale trade,NA,0
420000,0,424940,Tobacco and Tobacco Product Merchant Wholesalers,Wholesale trade,NA,0
420000,0,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",Wholesale trade,NA,0
420000,0,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Wholesale trade,NA,0
420000,0,425110,Business to Business Electronic Markets,Wholesale trade,NA,0
420000,0,425120,Wholesale Trade Agents and Brokers,Wholesale trade,NA,0
441000,0,441110,New Car Dealers,Motor vehicle and parts dealers,NA,0
441000,0,441120,Used Car Dealers,Motor vehicle and parts dealers,NA,0
441000,0,441210,Recreational Vehicle Dealers,Motor vehicle and parts dealers,NA,0
441000,0,441221,"Motorcycle, ATV, and Personal Watercraft Dealers",Motor vehicle and parts dealers,NA,0
441000,0,441222,Boat Dealers,Motor vehicle and parts dealers,NA,0
441000,0,441229,All Other Motor Vehicle Dealers,Motor vehicle and parts dealers,NA,0
441000,0,441310,Automotive Parts and Accessories Stores,Motor vehicle and parts dealers,NA,0
441000,0,441320,Tire Dealers,Motor vehicle and parts dealers,NA,0
4A0000,0,442110,Furniture Stores,Other retail,NA,0
4A0000,0,442210,Floor Covering Stores,Other retail,NA,0
4A0000,0,442291,Window Treatment Stores,Other retail,NA,0
4A0000,0,442299,All Other Home Furnishings Stores,Other retail,NA,0
4A0000,0,443111,Household Appliance Stores,Other retail,NA,0
4A0000,0,443112,"Radio, Television, and Other Electronics Stores",Other retail,NA,0
4A0000,0,443120,Computer and Software Stores,Other retail,NA,0
4A0000,0,443130,Camera and Photographic Supplies Stores,Other retail,NA,0
4A0000,0,444110,Home Centers,Other retail,NA,0
4A0000,0,444120,Paint and Wallpaper Stores,Other retail,NA,0
4A0000,0,444130,Hardware Stores,Other retail,NA,0
4A0000,0,444190,Other Building Material Dealers,Other retail,NA,0
4A0000,0,444210,Outdoor Power Equipment Stores,Other retail,NA,0
4A0000,0,444220,"Nursery, Garden Center, and Farm Supply Stores",Other retail,NA,0
445000,0,445110,Supermarkets and Other Grocery (except Convenience) Stores,Food and beverage stores,NA,0
445000,0,445120,Convenience Stores,Food and beverage stores,NA,0
445000,0,445210,Meat Markets,Food and beverage stores,NA,0
445000,0,445220,Fish and Seafood Markets,Food and beverage stores,NA,0
445000,0,445230,Fruit and Vegetable Markets,Food and beverage stores,NA,0
445000,0,445291,Baked Goods Stores,Food and beverage stores,NA,0
445000,0,445292,Confectionery and Nut Stores,Food and beverage stores,NA,0
445000,0,445299,All Other Specialty Food Stores,Food and beverage stores,NA,0
445000,0,445310,"Beer, Wine, and Liquor Stores",Food and beverage stores,NA,0
4A0000,0,446110,Pharmacies and Drug Stores,Other retail,NA,0
4A0000,0,446120,"Cosmetics, Beauty Supplies, and Perfume Stores",Other retail,NA,0
4A0000,0,446130,Optical Goods Stores,Other retail,NA,0
4A0000,0,446191,Food (Health) Supplement Stores,Other retail,NA,0
4A0000,0,446199,All Other Health and Personal Care Stores,Other retail,NA,0
4A0000,0,447110,Gasoline Stations with Convenience Stores,Other retail,NA,0
4A0000,0,447190,Other Gasoline Stations,Other retail,NA,0
4A0000,0,448110,Men's Clothing Stores,Other retail,NA,0
4A0000,0,448120,Women's Clothing Stores,Other retail,NA,0
4A0000,0,448130,Children's and Infants' Clothing Stores,Other retail,NA,0
4A0000,0,448140,Family Clothing Stores,Other retail,NA,0
4A0000,0,448150,Clothing Accessories Stores,Other retail,NA,0
4A0000,0,448190,Other Clothing Stores,Other retail,NA,0
4A0000,0,448210,Shoe Stores,Other retail,NA,0
4A0000,0,448310,Jewelry Stores,Other retail,NA,0
4A0000,0,448320,Luggage and Leather Goods Stores,Other retail,NA,0
4A0000,0,451110,Sporting Goods Stores,Other retail,NA,0
4A0000,0,451120,"Hobby, Toy, and Game Stores",Other retail,NA,0
4A0000,0,451130,"Sewing, Needlework, and Piece Goods Stores",Other retail,NA,0
4A0000,0,451140,Musical Instrument and Supplies Stores,Other retail,NA,0
4A0000,0,451211,Book Stores,Other retail,NA,0
4A0000,0,451212,News Dealers and Newsstands,Other retail,NA,0
4A0000,0,451220,"Prerecorded Tape, Compact Disc, and Record Stores",Other retail,NA,0
452000,0,452111,Department Stores (except Discount Department Stores),General merchandise stores,NA,0
452000,0,452112,Discount Department Stores,General merchandise stores,NA,0
452000,0,452910,Warehouse Clubs and Supercenters,General merchandise stores,NA,0
452000,0,452990,All Other General Merchandise Stores,General merchandise stores,NA,0
4A0000,0,453110,Florists,Other retail,NA,0
4A0000,0,453210,Office Supplies and Stationery Stores,Other retail,NA,0
4A0000,0,453220,"Gift, Novelty, and Souvenir Stores",Other retail,NA,0
4A0000,0,453310,Used Merchandise Stores,Other retail,NA,0
4A0000,0,453910,Pet and Pet Supplies Stores,Other retail,NA,0
4A0000,0,453920,Art Dealers,Other retail,NA,0
4A0000,0,453930,Manufactured (Mobile) Home Dealers,Other retail,NA,0
4A0000,0,453991,Tobacco Stores,Other retail,NA,0
4A0000,0,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),Other retail,NA,0
4A0000,0,454111,Electronic Shopping,Other retail,NA,0
4A0000,0,454112,Electronic Auctions,Other retail,NA,0
4A0000,0,454113,Mail-Order Houses,Other retail,NA,0
4A0000,0,454210,Vending Machine Operators,Other retail,NA,0
4A0000,0,454311,Heating Oil Dealers,Other retail,NA,0
4A0000,0,454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,Other retail,NA,0
4A0000,0,454319,Other Fuel Dealers,Other retail,NA,0
4A0000,0,454390,Other Direct Selling Establishments,Other retail,NA,0
481000,0,481111,Scheduled Passenger Air Transportation,Air transportation,NA,0
481000,0,481112,Scheduled Freight Air Transportation,Air transportation,NA,0
481000,0,481211,Nonscheduled Chartered Passenger Air Transportation,Air transportation,NA,0
481000,0,481212,Nonscheduled Chartered Freight Air Transportation,Air transportation,NA,0
481000,0,481219,Other Nonscheduled Air Transportation,Air transportation,NA,0
482000,0,482111,Line-Haul Railroads,Rail transportation,NA,0
482000,0,482112,Short Line Railroads,Rail transportation,NA,0
483000,0,483111,Deep Sea Freight Transportation,Water transportation,NA,0
483000,0,483112,Deep Sea Passenger Transportation,Water transportation,NA,0
483000,0,483113,Coastal and Great Lakes Freight Transportation,Water transportation,NA,0
483000,0,483114,Coastal and Great Lakes Passenger Transportation,Water transportation,NA,0
483000,0,483211,Inland Water Freight Transportation,Water transportation,NA,0
483000,0,483212,Inland Water Passenger Transportation,Water transportation,NA,0
484000,0,484110,"General Freight Trucking, Local",Truck transportation,NA,0
484000,0,484121,"General Freight Trucking, Long-Distance, Truckload",Truck transportation,NA,0
484000,0,484122,"General Freight Trucking, Long-Distance, Less Than Truckload",Truck transportation,NA,0
484000,0,484210,Used Household and Office Goods Moving,Truck transportation,NA,0
484000,0,484220,"Specialized Freight (except Used Goods) Trucking, Local",Truck transportation,NA,0
484000,0,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",Truck transportation,NA,0
485000,0,485111,Mixed Mode Transit Systems,Transit and ground passenger transportation,NA,0
485000,0,485112,Commuter Rail Systems,Transit and ground passenger transportation,NA,0
485000,0,485113,Bus and Other Motor Vehicle Transit Systems,Transit and ground passenger transportation,NA,0
485000,0,485119,Other Urban Transit Systems,Transit and ground passenger transportation,NA,0
485000,0,485210,Interurban and Rural Bus Transportation,Transit and ground passenger transportation,NA,0
485000,0,485310,Taxi Service,Transit and ground passenger transportation,NA,0
485000,0,485320,Limousine Service,Transit and ground passenger transportation,NA,0
485000,0,485410,School and Employee Bus Transportation,Transit and ground passenger transportation,NA,0
485000,0,485510,Charter Bus Industry,Transit and ground passenger transportation,NA,0
485000,0,485991,Special Needs Transportation,Transit and ground passenger transportation,NA,0
485000,0,485999,All Other Transit and Ground Passenger Transportation,Transit and ground passenger transportation,NA,0
486000,0,486110,Pipeline Transportation of Crude Oil,Pipeline transportation,NA,0
486000,0,486210,Pipeline Transportation of Natural Gas,Pipeline transportation,NA,0
486000,0,486910,Pipeline Transportation of Refined Petroleum Products,Pipeline transportation,NA,0
486000,0,486990,All Other Pipeline Transportation,Pipeline transportation,NA,0
48A000,0,487110,"Scenic and Sightseeing Transportation, Land",Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,487210,"Scenic and Sightseeing Transportation, Water",Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,487990,"Scenic and Sightseeing Transportation, Other",Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488111,Air Traffic Control,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488119,Other Airport Operations,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488190,Other Support Activities for Air Transportation,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488210,Support Activities for Rail Transportation,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488310,Port and Harbor Operations,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488320,Marine Cargo Handling,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488330,Navigational Services to Shipping,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488390,Other Support Activities for Water Transportation,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488410,Motor Vehicle Towing,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488490,Other Support Activities for Road Transportation,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488510,Freight Transportation Arrangement,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488991,Packing and Crating,Scenic and sightseeing transportation and support activities for transportation,NA,0
48A000,0,488999,All Other Support Activities for Transportation,Scenic and sightseeing transportation and support activities for transportation,NA,0
491000,0,491110,Postal Service,Postal service,NA,0
492000,0,492110,Couriers and Express Delivery Services,Couriers and messengers,NA,0
492000,0,492210,Local Messengers and Local Delivery,Couriers and messengers,NA,0
492000,0,493110,General Warehousing and Storage,Couriers and messengers,NA,0
492000,0,493120,Refrigerated Warehousing and Storage,Couriers and messengers,NA,0
492000,0,493130,Farm Product Warehousing and Storage,Couriers and messengers,NA,0
492000,0,493190,Other Warehousing and Storage,Couriers and messengers,NA,0
511110,29,511110,Newspaper Publishers,Newspaper publishers,Printed prods.,1
511120,29,511120,Periodical Publishers,Periodical Publishers,Printed prods.,1
511130,29,511130,Book Publishers,Book publishers,Printed prods.,1
5111A0,29,511140,Directory and Mailing List Publishers,"Directory, mailing list, and other publishers",Printed prods.,1
5111A0,29,511191,Greeting Card Publishers,"Directory, mailing list, and other publishers",Printed prods.,1
5111A0,29,511199,All Other Publishers,"Directory, mailing list, and other publishers",Printed prods.,1
511200,0,511210,Software Publishers,Software publishers,NA,0
512100,0,512110,Motion Picture and Video Production,Motion picture and video industries,NA,0
512100,0,512120,Motion Picture and Video Distribution,Motion picture and video industries,NA,0
512100,0,512131,Motion Picture Theaters (except Drive-Ins),Motion picture and video industries,NA,0
512100,0,512132,Drive-In Motion Picture Theaters,Motion picture and video industries,NA,0
512100,0,512191,Teleproduction and Other Postproduction Services,Motion picture and video industries,NA,0
512100,0,512199,Other Motion Picture and Video Industries,Motion picture and video industries,NA,0
512200,0,512210,Record Production,Sound recording industries,NA,0
512200,0,512220,Integrated Record Production/Distribution,Sound recording industries,NA,0
512200,0,512230,Music Publishers,Sound recording industries,NA,0
512200,0,512240,Sound Recording Studios,Sound recording industries,NA,0
512200,0,512290,Other Sound Recording Industries,Sound recording industries,NA,0
515100,0,515111,Radio Networks,Radio and television broadcasting,NA,0
515100,0,515112,Radio Stations,Radio and television broadcasting,NA,0
515100,0,515120,Television Broadcasting,Radio and television broadcasting,NA,0
515200,0,515210,Cable and Other Subscription Programming,Cable and other subscription programming,NA,0
517110,0,517110,Wired Telecommunications Carriers,Wired telecommunications carriers,NA,0
517210,0,517210,Wireless Telecommunications Carriers (except Satellite),Wireless telecommunications carriers (except satellite),NA,0
517A00,0,517410,Satellite Telecommunications,"Satellite, telecommunications resellers, and all other telecommunications",NA,0
517A00,0,517911,Telecommunications Resellers,"Satellite, telecommunications resellers, and all other telecommunications",NA,0
517A00,0,517919,All Other Telecommunications,"Satellite, telecommunications resellers, and all other telecommunications",NA,0
518200,0,518210,"Data Processing, Hosting, and Related Services","Data processing, hosting, and related services",NA,0
5191A0,0,519110,News Syndicates,"News syndicates, libraries, archives and all other information services",NA,0
5191A0,0,519120,Libraries and Archives,"News syndicates, libraries, archives and all other information services",NA,0
519130,0,519130,Internet Publishing and Broadcasting and Web Search Portals,Internet publishing and broadcasting and Web search portals,NA,0
5191A0,0,519190,All Other Information Services,"News syndicates, libraries, archives and all other information services",NA,0
52A000,0,521110,Monetary Authorities-Central Bank,Monetary authorities and depository credit intermediation,NA,0
52A000,0,522110,Commercial Banking,Monetary authorities and depository credit intermediation,NA,0
52A000,0,522120,Savings Institutions,Monetary authorities and depository credit intermediation,NA,0
52A000,0,522130,Credit Unions,Monetary authorities and depository credit intermediation,NA,0
52A000,0,522190,Other Depository Credit Intermediation,Monetary authorities and depository credit intermediation,NA,0
522A00,0,522210,Credit Card Issuing,Nondepository credit intermediation and related activities,NA,0
522A00,0,522220,Sales Financing,Nondepository credit intermediation and related activities,NA,0
522A00,0,522291,Consumer Lending,Nondepository credit intermediation and related activities,NA,0
522A00,0,522292,Real Estate Credit,Nondepository credit intermediation and related activities,NA,0
522A00,0,522293,International Trade Financing,Nondepository credit intermediation and related activities,NA,0
522A00,0,522294,Secondary Market Financing,Nondepository credit intermediation and related activities,NA,0
522A00,0,522298,All Other Nondepository Credit Intermediation,Nondepository credit intermediation and related activities,NA,0
522A00,0,522310,Mortgage and Nonmortgage Loan Brokers,Nondepository credit intermediation and related activities,NA,0
522A00,0,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Nondepository credit intermediation and related activities,NA,0
522A00,0,522390,Other Activities Related to Credit Intermediation,Nondepository credit intermediation and related activities,NA,0
523A00,0,523110,Investment Banking and Securities Dealing,Securities and commodity contracts intermediation and brokerage,NA,0
523A00,0,523120,Securities Brokerage,Securities and commodity contracts intermediation and brokerage,NA,0
523A00,0,523130,Commodity Contracts Dealing,Securities and commodity contracts intermediation and brokerage,NA,0
523A00,0,523140,Commodity Contracts Brokerage,Securities and commodity contracts intermediation and brokerage,NA,0
523A00,0,523210,Securities and Commodity Exchanges,Securities and commodity contracts intermediation and brokerage,NA,0
523900,0,523910,Miscellaneous Intermediation,Other financial investment activities,NA,0
523900,0,523920,Portfolio Management,Other financial investment activities,NA,0
523900,0,523930,Investment Advice,Other financial investment activities,NA,0
523900,0,523991,"Trust, Fiduciary, and Custody Activities",Other financial investment activities,NA,0
523900,0,523999,Miscellaneous Financial Investment Activities,Other financial investment activities,NA,0
524100,0,524113,Direct Life Insurance Carriers,Insurance carriers,NA,0
524100,0,524114,Direct Health and Medical Insurance Carriers,Insurance carriers,NA,0
524100,0,524126,Direct Property and Casualty Insurance Carriers,Insurance carriers,NA,0
524100,0,524127,Direct Title Insurance Carriers,Insurance carriers,NA,0
524100,0,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",Insurance carriers,NA,0
524100,0,524130,Reinsurance Carriers,Insurance carriers,NA,0
524200,0,524210,Insurance Agencies and Brokerages,"Insurance agencies, brokerages, and related activities",NA,0
524200,0,524291,Claims Adjusting,"Insurance agencies, brokerages, and related activities",NA,0
